652980,-2871082,756883,-2827823
667853,-2861020,697141,-2828613
2694,2287,1
2694,2288,2
2694,2289,2
2694,2290,1
2694,2291,2
2694,2292,1
2694,2293,2
2695,2285,1
2695,2286,2
2695,2293,1
2695,2294,2
2695,2303,7
2695,2304,11
2696,2285,1
2696,2294,1
2696,2295,2
2696,2301,1
2696,2302,2
2696,2303,1
2697,2284,1
2697,2296,2
2697,2297,2
2697,2298,2
2697,2299,1
2697,2300,1
2698,2269,19
2698,2270,19
2698,2271,18
2698,2272,16
2698,2273,17
2698,2274,17
2698,2275,5
2698,2280,8
2698,2281,5
2698,2282,10
2698,2283,3
2699,2266,6
2699,2267,18
2699,2268,14
2699,2274,4
2699,2275,18
2699,2276,12
2699,2277,3
2699,2278,5
2699,2279,1
2699,2280,6
2699,2281,4
2699,2282,7
2699,2283,3
2700,2266,6
2700,2270,2
2700,2271,1
2700,2272,1
2700,2273,1
2701,2261,1
2701,2262,5
2701,2263,10
2701,2269,2
2701,2270,2
2702,2260,5
2702,2261,20
2702,2268,2
2702,2269,1
2702,2271,7219
2702,2272,3008
2703,2260,3
2703,2267,4
2703,2269,13073
2703,2270,19263
2703,2271,6388
2703,2272,5505
2703,2273,6292
2704,2266,3
2704,2267,321
2704,2268,23799
2704,2269,25622
2704,2270,30274
2704,2271,31975
2704,2272,11451
2704,2273,13630
2705,2262,1
2705,2264,479
2705,2265,3090
2705,2266,3
2705,2267,74839
2705,2268,27523
2705,2269,8024
2705,2270,17100
2705,2271,14813
2705,2272,30112
2705,2273,15366
2706,2256,1
2706,2259,1
2706,2263,240
2706,2264,18891
2706,2265,15526
2706,2266,6470
2706,2267,216491
2706,2268,76753
2706,2269,15024
2706,2270,3722
2706,2271,10995
2706,2272,25399
2707,2253,3
2707,2254,1
2707,2263,193
2707,2264,15256
2707,2265,12777
2707,2266,2947
2707,2267,54177
2707,2268,55186
2707,2269,52078
2707,2270,49575
2707,2271,26765
2707,2272,8602
2708,2253,2
2708,2255,2
2708,2264,14935
2708,2265,14826
2708,2266,43657
2708,2267,22004
2708,2268,28075
2708,2269,38604
2708,2270,30478
2708,2271,12419
2709,2255,3
2709,2263,1
2709,2264,38369
2709,2265,23926
2709,2266,48630
2709,2267,39646
2709,2268,31010
2709,2269,31349
2709,2270,17502
2709,2271,203
2710,2262,4245
2710,2263,19485
2710,2264,38637
2710,2265,45221
2710,2266,32973
2710,2267,33841
2710,2268,8178
2710,2269,1872
2710,2270,4290
2710,2271,4096
2710,2276,4
2711,2262,2108
2711,2263,17363
2711,2264,26984
2711,2265,21802
2711,2266,28733
2711,2267,2202
2711,2269,22
2711,2276,20
2712,2263,128
2712,2264,1899
2712,2275,4
2712,2276,16
2713,2275,24
2714,2273,7
2714,2274,23
2714,2275,4
2715,2272,1
2715,2273,13
