1287521,-757074,2382231,480071
1665396,-455735,2057471,237608
3726,2582,2
3726,2583,1
3727,2583,1
3728,2583,1
3729,2583,1
3729,2584,1
3730,2585,1
3734,2588,1
3738,2592,1
3742,2595,1
3747,2600,1
3749,2602,1
3752,2605,1
3755,2608,1
3758,2611,1
3762,2615,1
3767,2618,1
3770,2622,1
3774,2625,1
3778,2628,1
3782,2631,1
3785,2633,1
3789,2637,1
3790,2563,1
3790,2564,1
3791,2565,1
3793,2566,1
3793,2873,1
3794,2567,1
3794,2640,1
3795,2569,1
3796,2570,1
3797,2572,1
3798,2643,1
3798,2874,1
3800,2573,1
3802,2647,1
3803,2875,1
3804,2574,1
3806,2649,1
3806,2913,1
3807,2908,1
3808,2575,1
3808,2904,1
3809,2652,1
3809,2899,1
3809,2917,1
3810,2876,1
3810,2895,1
3811,2891,1
3811,2920,1
3812,2575,1
3813,2655,1
3813,2886,1
3814,2883,1
3814,2924,1
3815,2575,1
3815,2880,1
3816,2658,1
3816,2875,1
3817,2871,1
3817,2928,1
3818,2849,1
3818,2852,1
3818,2877,1
3819,2845,1
3819,2866,1
3820,2661,1
3820,2838,1
3820,2842,1
3820,2862,1
3820,2932,1
3821,2577,1
3821,2835,1
3821,2855,1
3821,2857,1
3821,2858,1
3822,2830,1
3822,2936,1
3823,2825,1
3824,2578,1
3824,2663,1
3824,2821,1
3824,2939,1
3824,2940,1
3825,2816,1
3825,2878,1
3827,2579,1
3828,2667,1
3828,2945,1
3829,2580,1
3830,2581,1
3830,2813,1
3831,2582,1
3831,2949,1
3832,2670,1
3833,2812,1
3834,2584,1
3834,2811,1
3835,2880,1
3835,2953,1
3835,2954,1
3836,2586,1
3837,2674,1
3837,2808,1
3838,2588,1
3840,2590,1
3840,2804,1
3840,2958,1
3841,2677,1
3842,2591,1
3842,2881,1
3843,2801,1
3844,2963,1
3846,2593,1
3846,2798,1
3847,2682,1
3847,2968,1
3849,2794,1
3849,2971,1
3850,2596,1
3850,2882,1
3850,2974,1
3852,2598,1
3852,2791,1
3853,2686,1
3853,2978,1
3854,2600,1
3854,2788,1
3855,2981,1
3856,2602,1
3856,2984,2
3857,2785,1
3858,2692,1
3858,2884,1
3859,2604,1
3859,2988,1
3860,2781,1
3861,2606,1
3861,2695,1
3861,2992,1
3862,2608,1
3862,2777,1
3863,2776,1
3864,2611,1
3864,2697,1
3864,2997,1
3865,2773,1
3866,2613,1
3866,2631,2
3866,2632,1
3866,2633,3
3866,2635,1
3866,2636,1
3866,2637,1
3866,2639,1
3866,2640,1
3866,2641,1
3866,2642,1
3866,2644,1
3866,2646,1
3866,2648,1
3866,2649,4
3866,2650,1
3866,2699,1
3866,2831,2
3866,2832,2
3866,2833,1
3866,2834,2
3866,2835,1
3866,2885,1
3866,3000,1
3867,2614,1
3867,2630,1
3867,2650,2
3867,2770,1
3867,2817,1
3867,2830,2
3867,2835,1
3867,2836,1
3867,2837,1
3868,2618,1
3868,2640,1
3868,2653,4
3868,2813,2
3868,2814,1
3868,2815,1
3868,2816,2
3868,2837,1
3868,2838,2
3868,3004,1
3869,2615,1
3869,2629,1
3869,2640,1
3869,2641,1
3869,2702,1
3869,2767,1
3869,2811,1
3869,2812,2
3869,2839,2
3870,2618,1
3870,2627,1
3870,2641,1
3870,2649,2
3870,2653,2
3870,2657,1
3870,2658,1
3870,2663,1
3870,2810,2
3870,2811,1
3870,3007,1
3871,2620,1
3871,2658,3
3871,2763,1
3871,2911,2
3871,2914,2
3871,2915,1
3872,2622,1
3872,2626,1
3872,2660,5
3872,2661,1
3872,2831,1
3872,2832,3
3872,2833,4
3872,2834,3
3872,2908,3
3872,2909,1
3872,2910,2
3872,2916,4
3872,2917,2
3872,2918,1
3872,3010,1
3873,2623,1
3873,2625,1
3873,2626,1
3873,2705,1
3873,2816,2
3873,2817,2
3873,2820,1
3873,2822,1
3873,2823,1
3873,2825,1
3873,2826,1
3873,2829,1
3873,2831,1
3873,2835,4
3873,2836,1
3873,2886,1
3873,2907,3
3873,2910,1
3873,2914,1
3873,2917,1
3873,2919,2
3874,2759,1
3874,2813,2
3874,2814,4
3874,2836,2
3874,2910,2
3874,2914,2
3874,2917,2
3875,2663,2
3875,2758,1
3875,2813,3
3875,2921,2
3875,3015,1
3876,2664,1
3876,2665,2
3876,2708,1
3876,2804,1
3876,2839,1
3876,2921,2
3876,2922,2
3876,3016,1
3877,2755,1
3877,2756,1
3877,2810,1
3877,2840,1
3877,2900,1
3877,2921,1
3877,2923,2
3878,2666,2
3878,2754,1
3878,2841,1
3878,2909,6
3878,2910,2
3878,2911,3
3878,2914,2
3878,2915,5
3878,2916,4
3878,2917,1
3878,2924,1
3878,3027,1
3879,2671,1
3879,2675,3
3879,2676,3
3879,2677,2
3879,2776,1
3879,2777,2
3879,2778,2
3879,2910,1
3879,2924,2
3879,2925,1
3879,3021,1
3879,3025,1
3879,3029,3
3879,3030,1
3879,3031,2
3879,3032,2
3880,2677,2
3880,2678,3
3880,2711,1
3880,2754,1
3880,2775,3
3880,2919,2
3880,3032,2
3880,3033,1
3881,2663,1
3881,2681,1
3881,2771,2
3881,2772,1
3881,2796,1
3881,2806,1
3881,2883,1
3881,2884,2
3881,2887,1
3881,2889,1
3881,2890,1
3881,2892,1
3881,2893,1
3881,2918,1
3881,2919,1
3881,2920,2
3881,3033,1
3882,2680,4
3882,2753,1
3882,2769,1
3882,2770,2
3882,2853,1
3882,2880,1
3882,2881,2
3882,2883,2
3882,2920,2
3883,2768,1
3883,2769,1
3883,2877,4
3883,2878,3
3883,2879,3
3883,2880,1
3883,2902,1
3883,2921,3
3884,2715,1
3884,2767,1
3884,2768,1
3884,2814,1
3884,2860,1
3884,2910,53
3884,2911,1137
3884,2912,996
3884,2913,302
3884,2914,573
3885,2682,1
3885,2683,1
3885,2767,1
3885,2776,3
3885,2777,3
3885,2778,2
3885,2779,1
3885,2780,1
3885,2815,1
3885,2910,195
3885,2911,2517
3885,2912,2537
3885,2913,2615
3885,2914,2081
3885,2915,924
3885,3035,2
3886,2681,1
3886,2682,1
3886,2683,5
3886,2753,1
3886,2766,1
3886,2767,1
3886,2773,2
3886,2782,2
3886,2784,1
3886,2785,1
3886,2786,1
3886,2787,1
3886,2788,2
3886,2815,1
3886,2910,35
3886,2911,589
3886,2912,3525
3886,2913,1418
3886,2914,935
3886,2915,2964
3886,2916,1562
3886,2917,425
3887,2682,1
3887,2686,1
3887,2766,1
3887,2772,4
3887,2773,1
3887,2791,1
3887,2792,1
3887,2794,1
3887,2795,2
3887,2796,1
3887,2797,1
3887,2815,1
3887,2851,1
3887,2885,1
3887,2890,1
3887,2891,1
3887,2892,3
3887,2894,1
3887,2908,266
3887,2909,42
3887,2910,682
3887,2911,1107
3887,2912,1869
3887,2913,1415
3887,2914,1214
3887,2915,1923
3887,2916,4255
3887,2917,1707
3887,2929,3
3888,2685,1
3888,2719,1
3888,2766,2
3888,2771,4
3888,2815,2
3888,2881,2
3888,2882,3
3888,2884,2
3888,2887,1
3888,2888,1
3888,2907,456
3888,2908,2866
3888,2909,3178
3888,2910,2925
3888,2911,2616
3888,2912,1266
3888,2913,1327
3888,2914,728
3888,2915,1033
3888,2916,2529
3888,2917,2840
3888,2918,5
3888,2929,2
3888,3036,1
3889,2765,1
3889,2770,2
3889,2771,1
3889,2816,1
3889,2877,4
3889,2878,2
3889,2879,1
3889,2880,4
3889,2881,3
3889,2902,2
3889,2903,903
3889,2904,748
3889,2907,691
3889,2908,7777
3889,2909,10427
3889,2910,2973
3889,2911,1919
3889,2912,1951
3889,2913,865
3889,2914,940
3889,2915,764
3889,2916,1521
3889,2917,3159
3890,2687,1
3890,2765,2
3890,2770,3
3890,2816,1
3890,2817,2
3890,2818,1
3890,2819,3
3890,2820,2
3890,2860,1
3890,2863,1
3890,2865,1
3890,2867,1
3890,2868,1
3890,2870,1
3890,2871,1
3890,2878,3
3890,2901,380
3890,2902,1492
3890,2903,1949
3890,2904,2489
3890,2905,2860
3890,2906,3133
3890,2907,51
3890,2908,1107
3890,2909,2139
3890,2910,1065
3890,2911,772
3890,2912,1312
3890,2913,1035
3890,2914,1030
3890,2915,1349
3890,2916,2199
3890,2917,2908
3890,2918,2113
3890,2925,2
3891,2722,1
3891,2753,1
3891,2765,1
3891,2770,2
3891,2820,2
3891,2821,4
3891,2900,1
3891,2901,268
3891,2902,746
3891,2903,4910
3891,2904,2453
3891,2905,1900
3891,2906,2251
3891,2907,3059
3891,2908,8961
3891,2909,1303
